358,93.0,12.7,0.4,2021-04-23T05:54:41.000
359,92.0,12.7,1.14,2021-04-23T05:59:41.000
360,92.0,12.8,0.72,2021-04-23T06:04:41.000
361,91.5,12.8,0.72,2021-04-23T06:09:42.000
362,91.5,12.9,0.28,2021-04-23T06:14:43.000
363,91.5,12.9,0.23,2021-04-23T06:19:44.000
364,91.0,13.0,0.15,2021-04-23T06:24:45.000
365,91.0,13.1,0.03,2021-04-23T06:29:46.000
366,91.0,13.3,0.02,2021-04-23T06:34:47.000
367,91.0,13.3,0.3,2021-04-23T06:39:47.000
368,91.0,13.4,0.04,2021-04-23T06:44:47.000
369,90.5,13.5,0.01,2021-04-23T06:49:47.000
370,90.5,13.5,0.0,2021-04-23T06:54:48.000
371,90.5,13.7,0.0,2021-04-23T06:59:49.000
372,88.5,13.9,0.02,2021-04-23T07:04:50.000
373,88.5,14.1,0.11,2021-04-23T07:09:51.000
374,90.0,14.2,0.22,2021-04-23T07:14:51.000
375,87.5,14.2,0.44,2021-04-23T07:19:51.000
376,87.0,14.3,0.27,2021-04-23T07:24:51.000
377,86.5,14.3,0.53,2021-04-23T07:29:52.000
378,88.0,14.3,1.1,2021-04-23T07:34:52.000
379,89.5,14.2,1.23,2021-04-23T07:39:52.000
380,90.0,14.2,2.98,2021-04-23T07:44:52.000
381,90.5,14.3,2.11,2021-04-23T07:49:53.000
382,90.0,14.5,1.84,2021-04-23T07:54:53.000
383,85.5,14.9,30.08,2021-04-23T07:59:53.000
384,82.5,15.2,51.72,2021-04-23T08:04:54.000
385,77.5,15.8,67.91,2021-04-23T08:14:55.000
386,77.5,16.0,3.68,2021-04-23T08:23:59.000
387,77.5,16.1,2.87,2021-04-23T08:29:00.000
388,77.0,16.2,3.17,2021-04-23T08:34:00.000
389,74.5,16.3,2.48,2021-04-23T08:39:01.000
390,75.0,16.5,1.6,2021-04-23T08:44:02.000
391,73.5,16.6,2.43,2021-04-23T08:49:01.000
392,74.5,16.8,2.01,2021-04-23T08:54:01.000
393,72.5,16.8,3.54,2021-04-23T08:59:02.000
394,74.0,17.0,2.77,2021-04-23T09:04:03.000
395,71.5,17.2,2.13,2021-04-23T09:09:04.000
396,72.5,17.2,4.02,2021-04-23T09:14:04.000
397,70.0,17.2,3.85,2021-04-23T09:19:04.000
398,70.0,17.3,3.06,2021-04-23T09:24:04.000
399,68.0,17.4,3.72,2021-04-23T09:29:04.000
400,70.5,17.5,2.83,2021-04-23T09:34:04.000
401,68.5,17.9,2.16,2021-04-23T09:39:04.000
402,67.5,18.0,2.82,2021-04-23T09:44:04.000
403,67.0,18.0,2.39,2021-04-23T09:49:06.000
404,67.5,18.1,1.64,2021-04-23T09:54:06.000
405,66.5,18.1,2.95,2021-04-23T09:59:07.000
406,67.5,18.2,3.4,2021-04-23T10:04:07.000
407,66.0,18.5,3.24,2021-04-23T10:09:07.000
408,65.0,18.7,2.52,2021-04-23T10:14:08.000
409,65.0,18.8,2.88,2021-04-23T10:19:09.000
410,63.5,18.8,3.02,2021-04-23T10:24:10.000
411,63.0,19.1,2.32,2021-04-23T10:29:10.000
412,63.0,19.4,2.03,2021-04-23T10:34:11.000
413,62.0,19.5,2.03,2021-04-23T10:39:11.000
414,63.0,19.4,2.87,2021-04-23T10:44:12.000
415,62.0,19.5,1.9,2021-04-23T10:49:12.000
416,60.0,20.1,2.07,2021-04-23T10:54:12.000
417,63.0,20.0,2.06,2021-04-23T10:59:13.000
418,60.5,20.3,2.65,2021-04-23T11:04:13.000
419,59.5,20.5,2.25,2021-04-23T11:09:14.000
420,59.0,20.5,3.12,2021-04-23T11:14:14.000
421,60.0,20.4,2.72,2021-04-23T11:19:15.000
422,58.0,20.5,2.62,2021-04-23T11:24:16.000
423,58.5,20.4,3.25,2021-04-23T11:29:16.000
424,56.0,20.8,2.4,2021-04-23T11:34:17.000
425,55.0,21.4,2.08,2021-04-23T11:39:18.000
426,53.5,21.5,2.49,2021-04-23T11:44:18.000
427,57.0,21.3,4.49,2021-04-23T11:49:18.000
428,57.0,21.4,2.62,2021-04-23T11:54:19.000
429,54.0,21.7,2.51,2021-04-23T11:59:19.000
430,53.5,21.9,2.85,2021-04-23T12:04:19.000
431,55.0,21.7,3.97,2021-04-23T12:09:20.000
432,55.0,21.9,3.26,2021-04-23T12:14:20.000
433,54.0,22.0,2.91,2021-04-23T12:19:20.000
434,53.0,22.2,1.85,2021-04-23T12:24:20.000
435,54.0,22.2,2.6,2021-04-23T12:29:20.000
436,53.0,22.2,3.93,2021-04-23T12:34:20.000
437,53.0,22.5,3.64,2021-04-23T12:39:21.000
438,53.5,22.5,4.4,2021-04-23T12:44:21.000
439,51.5,22.6,2.97,2021-04-23T12:49:21.000
440,51.5,22.6,3.49,2021-04-23T12:54:21.000
441,52.5,22.4,2.87,2021-04-23T12:59:22.000
442,51.5,22.6,3.55,2021-04-23T13:04:23.000
443,52.0,22.6,1.82,2021-04-23T13:09:23.000
444,52.5,22.5,1.75,2021-04-23T13:14:23.000
445,53.5,22.7,1.61,2021-04-23T13:19:23.000
446,50.5,23.0,2.01,2021-04-23T13:24:23.000
447,52.0,23.1,1.49,2021-04-23T13:29:23.000
